"Parent’s age (years)","Parent’s sex","Parent’s education level","Employment status","Family type","Your average household income per month (BDT)","Child’s sex","Child’s age (years)","Number of children","Who is the leading child caregiver at home?","Are grandparents at home involved in treatment decisions when your child is ill?","antibiotic_knowledge","attitude","practice","kap_score","Information provided by pharmaceutical companies leaflet","Information from prescribers","Information from dispensers","Information from nurses","Information given by a colleague","Information from University courses","Internet","Social media","Others...49"
"36–45","Male","Undergraduate","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Sometimes",50,70,83.3333333333333,67.7777777777778,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",45.8333333333333,55,66.6666666666667,55.8333333333333,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Always",20.8333333333333,55,66.6666666666667,47.5,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Sometimes",54.1666666666667,70,100,74.7222222222222,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",75,45,33.3333333333333,51.1111111111111,1,0,1,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","< 5","1","Mother","Sometimes",70.8333333333333,45,33.3333333333333,49.7222222222222,0,1,1,0,0,0,1,1,0
"36–45","Male","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Sometimes",70.8333333333333,45,33.3333333333333,49.7222222222222,0,0,0,0,0,0,1,1,0
"36–45","Female","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Sometimes",75,60,33.3333333333333,56.1111111111111,0,0,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Nuclear family","High (greater than 50000 BDT)","Male","> 10","2","Mother","Never",62.5,80,33.3333333333333,58.6111111111111,0,0,0,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Sometimes",70.8333333333333,55,50,58.6111111111111,0,1,0,0,0,0,1,1,0
"36–45","Female","Postgraduate","Not employed","Single parent family","High (greater than 50000 BDT)","Female","5–9","1","Mother","Never",83.3333333333333,55,33.3333333333333,57.2222222222222,0,0,0,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Single parent family","High (greater than 50000 BDT)","Female","5–9","1","Mother","Never",87.5,65,50,67.5,1,0,0,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Never",54.1666666666667,55,33.3333333333333,47.5,0,0,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Sometimes",62.5,70,66.6666666666667,66.3888888888889,0,1,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",62.5,85,66.6666666666667,71.3888888888889,0,1,0,1,0,0,1,1,0
"25–35","Male","Postgraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",62.5,60,16.6666666666667,46.3888888888889,0,1,0,0,0,0,1,1,0
"25–35","Male","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Sometimes",54.1666666666667,100,83.3333333333333,79.1666666666667,1,0,1,0,0,0,1,1,0
"25–35","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",50,75,83.3333333333333,69.4444444444444,1,1,0,0,0,0,1,1,0
"36–45","Male","Postgraduate","Employed","Single parent family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Sometimes",45.8333333333333,95,66.6666666666667,69.1666666666667,1,0,1,1,0,0,1,0,0
"25–35","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9",">= 3","Mother","Never",54.1666666666667,75,33.3333333333333,54.1666666666667,0,1,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Single parent family","Low (less than 30000 BDT)","Female","5–9","2","Mother","Never",50,50,33.3333333333333,44.4444444444444,0,0,1,0,0,0,0,1,0
"25–35","Male","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",45.8333333333333,60,16.6666666666667,40.8333333333333,0,1,1,0,0,0,0,1,0
"25–35","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",37.5,55,16.6666666666667,36.3888888888889,0,1,1,0,0,0,1,1,0
"25–35","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Male","< 5","1","Mother","Never",83.3333333333333,55,50,62.7777777777778,0,1,0,0,0,0,0,1,0
"> 45","Male","Secondary","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",29.1666666666667,65,50,48.0555555555556,0,1,0,0,1,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",75,85,66.6666666666667,75.5555555555556,0,1,1,0,0,0,0,0,1
"36–45","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Never",79.1666666666667,60,100,79.7222222222222,0,1,1,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",50,70,83.3333333333333,67.7777777777778,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",66.6666666666667,70,83.3333333333333,73.3333333333333,0,1,1,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",58.3333333333333,80,83.3333333333333,73.8888888888889,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","< 5","2","Mother","Never",66.6666666666667,70,83.3333333333333,73.3333333333333,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",41.6666666666667,75,66.6666666666667,61.1111111111111,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",75,65,83.3333333333333,74.4444444444444,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",33.3333333333333,70,100,67.7777777777778,0,1,0,1,0,0,0,0,0
"25–35","Female","Postgraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Never",37.5,80,100,72.5,0,1,1,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Sometimes",54.1666666666667,65,83.3333333333333,67.5,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",50,80,83.3333333333333,71.1111111111111,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",50,70,83.3333333333333,67.7777777777778,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",37.5,65,100,67.5,0,1,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Always",83.3333333333333,50,33.3333333333333,55.5555555555556,0,1,0,0,0,1,1,1,0
"36–45","Female","Undergraduate","Self employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",70.8333333333333,50,50,56.9444444444444,1,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",91.6666666666667,65,50,68.8888888888889,1,1,0,0,0,0,1,0,0
"36–45","Female","Primary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","2","Mother","Never",45.8333333333333,70,50,55.2777777777778,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Never",50,65,66.6666666666667,60.5555555555556,0,1,1,0,0,0,1,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",79.1666666666667,85,66.6666666666667,76.9444444444444,0,1,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",79.1666666666667,75,83.3333333333333,79.1666666666667,0,1,1,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9",">= 3","Mother","Never",75,65,66.6666666666667,68.8888888888889,1,1,0,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","2","Mother","Never",37.5,75,50,54.1666666666667,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Never",66.6666666666667,75,33.3333333333333,58.3333333333333,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Extended family","High (greater than 50000 BDT)","Male","< 5","1","Mother","Sometimes",66.6666666666667,70,100,78.8888888888889,0,1,0,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","< 5",">= 3","Mother","Never",58.3333333333333,70,66.6666666666667,65,0,1,1,0,0,0,0,0,0
"36–45","Female","Postgraduate","Not employed","Single parent family","Low (less than 30000 BDT)","Male","> 10","2","Mother","Sometimes",41.6666666666667,60,100,67.2222222222222,0,1,0,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Single parent family","Low (less than 30000 BDT)","Female","> 10",">= 3","Mother","Never",29.1666666666667,55,66.6666666666667,50.2777777777778,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Sometimes",50,65,83.3333333333333,66.1111111111111,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","1","Mother","Sometimes",66.6666666666667,55,83.3333333333333,68.3333333333333,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Sometimes",25,90,83.3333333333333,66.1111111111111,0,1,0,0,0,0,0,0,0
"25–35","Male","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",33.3333333333333,75,83.3333333333333,63.8888888888889,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Sometimes",12.5,65,50,42.5,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",37.5,65,83.3333333333333,61.9444444444444,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Single parent family","Low (less than 30000 BDT)","Female","5–9","2","Mother","Sometimes",45.8333333333333,70,66.6666666666667,60.8333333333333,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",41.6666666666667,65,83.3333333333333,63.3333333333333,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",25,65,83.3333333333333,57.7777777777778,0,1,0,0,0,0,0,0,0
"< 25","Female","Undergraduate","Not employed","Single parent family","High (greater than 50000 BDT)","Female","> 10","1","Mother","Sometimes",58.3333333333333,65,83.3333333333333,68.8888888888889,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","1","Mother","Never",66.6666666666667,75,83.3333333333333,75,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Sometimes",62.5,60,83.3333333333333,68.6111111111111,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",58.3333333333333,70,83.3333333333333,70.5555555555556,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Never",50,50,83.3333333333333,61.1111111111111,0,1,0,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",62.5,60,83.3333333333333,68.6111111111111,0,1,0,0,0,0,1,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",50,30,66.6666666666667,48.8888888888889,0,1,0,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",70.8333333333333,70,83.3333333333333,74.7222222222222,0,1,1,0,0,0,0,0,0
"> 45","Female","Primary","Not employed","Extended family","Low (less than 30000 BDT)","Male","5–9","1","Grandmother","Often",33.3333333333333,55,50,46.1111111111111,1,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","1","Mother","Never",54.1666666666667,60,50,54.7222222222222,0,1,0,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Sometimes",41.6666666666667,55,66.6666666666667,54.4444444444444,1,1,0,0,0,0,1,0,0
"25–35","Female","Postgraduate","Not employed","Extended family","High (greater than 50000 BDT)","Female","5–9","2","Grandmother","Never",45.8333333333333,45,66.6666666666667,52.5,0,0,1,0,0,0,1,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",37.5,60,50,49.1666666666667,0,1,1,0,0,0,1,0,0
"36–45","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",70.8333333333333,55,50,58.6111111111111,0,1,0,0,1,0,0,0,0
"36–45","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",25,55,50,43.3333333333333,0,1,0,0,0,0,0,0,0
"36–45","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",58.3333333333333,55,83.3333333333333,65.5555555555556,0,1,0,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9",">= 3","Mother","Never",41.6666666666667,60,66.6666666666667,56.1111111111111,0,1,0,0,0,0,0,0,0
"36–45","Female","Postgraduate","Not employed","Single parent family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Never",75,55,50,60,0,1,0,1,0,1,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9",">= 3","Mother","Never",54.1666666666667,65,50,56.3888888888889,0,1,0,0,0,0,0,0,0
"36–45","Female","Postgraduate","Not employed","Single parent family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Never",75,55,50,60,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",83.3333333333333,60,50,64.4444444444444,0,1,0,0,0,0,0,1,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Never",66.6666666666667,50,33.3333333333333,50,0,1,0,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Never",54.1666666666667,60,16.6666666666667,43.6111111111111,0,1,0,0,0,0,0,0,0
"36–45","Male","Secondary","Employed","Single parent family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",50,55,33.3333333333333,46.1111111111111,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","2","Mother","Never",37.5,60,33.3333333333333,43.6111111111111,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","2","Mother","Never",29.1666666666667,65,50,48.0555555555556,0,1,1,0,0,0,0,0,0
"36–45","Female","Primary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Never",50,70,50,56.6666666666667,0,1,1,0,0,0,0,0,0
"> 45","Male","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","2","Father","Sometimes",33.3333333333333,40,50,41.1111111111111,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",75,55,66.6666666666667,65.5555555555556,1,1,0,0,0,0,0,1,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Always",33.3333333333333,65,50,49.4444444444444,0,1,1,0,0,0,0,0,0
"36–45","Female","Primary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","> 10",">= 3","Mother","Never",16.6666666666667,70,83.3333333333333,56.6666666666667,0,1,1,1,1,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",25,80,83.3333333333333,62.7777777777778,0,1,0,0,1,0,0,0,1
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",25,90,50,55,0,1,1,0,1,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","1","Mother","Never",12.5,60,66.6666666666667,46.3888888888889,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","< 5","2","Mother","Sometimes",20.8333333333333,70,66.6666666666667,52.5,0,1,1,0,1,0,0,0,0
"25–35","Female","Postgraduate","Employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","1","Grandmother","Sometimes",50,45,50,48.3333333333333,0,1,0,0,0,0,1,1,0
"25–35","Female","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Always",62.5,60,83.3333333333333,68.6111111111111,0,1,0,1,0,0,1,1,0
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Father","Sometimes",33.3333333333333,60,50,47.7777777777778,0,1,0,0,0,0,1,1,0
"36–45","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9",">= 3","Mother","Sometimes",25,50,50,41.6666666666667,0,1,1,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","< 5","2","Mother","Sometimes",54.1666666666667,40,50,48.0555555555556,0,1,0,0,0,0,1,1,1
"36–45","Female","Undergraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Often",16.6666666666667,50,50,38.8888888888889,1,1,1,0,0,0,1,1,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Sometimes",25,55,66.6666666666667,48.8888888888889,1,1,0,0,0,0,1,1,0
"36–45","Female","Undergraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Often",54.1666666666667,40,66.6666666666667,53.6111111111111,0,1,1,0,0,0,1,1,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","1","Mother","Never",33.3333333333333,60,66.6666666666667,53.3333333333333,0,1,0,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","> 10",">= 3","Mother","Sometimes",12.5,45,66.6666666666667,41.3888888888889,1,1,1,0,0,0,1,1,1
"25–35","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9",">= 3","Mother","Never",66.6666666666667,60,33.3333333333333,53.3333333333333,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","5–9",">= 3","Mother","Never",83.3333333333333,80,16.6666666666667,60,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",62.5,70,83.3333333333333,71.9444444444444,1,1,1,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",58.3333333333333,75,66.6666666666667,66.6666666666667,0,1,1,0,0,0,1,0,1
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",66.6666666666667,65,66.6666666666667,66.1111111111111,1,1,1,0,0,0,1,0,1
"36–45","Female","Postgraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",87.5,65,83.3333333333333,78.6111111111111,1,1,0,0,0,0,1,0,1
"36–45","Female","Undergraduate","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","1","Mother","Never",66.6666666666667,75,66.6666666666667,69.4444444444444,0,1,1,0,0,0,1,0,1
"36–45","Male","Undergraduate","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",58.3333333333333,60,66.6666666666667,61.6666666666667,1,1,1,0,0,0,0,0,1
"> 45","Male","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",58.3333333333333,70,66.6666666666667,65,0,1,1,0,0,0,0,0,1
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Sometimes",100,100,100,100,0,0,1,0,0,0,0,0,0
"36–45","Female","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10","1","Mother","Sometimes",54.1666666666667,75,83.3333333333333,70.8333333333333,0,0,0,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","2","Mother","Never",70.8333333333333,70,16.6666666666667,52.5,0,1,1,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Extended family","Low (less than 30000 BDT)","Male","5–9","2","Mother","Sometimes",37.5,85,66.6666666666667,63.0555555555556,0,1,0,0,0,0,0,0,1
"36–45","Female","Undergraduate","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","1","Mother","Sometimes",70.8333333333333,55,66.6666666666667,64.1666666666667,0,1,0,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","> 10","2","Mother","Never",66.6666666666667,90,50,68.8888888888889,0,1,0,0,0,0,0,0,1
"> 45","Male","Secondary","Self employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10",">= 3","Father","Never",66.6666666666667,95,66.6666666666667,76.1111111111111,0,1,1,0,0,0,0,0,0
"> 45","Female","Postgraduate","Employed","Extended family","Low (less than 30000 BDT)","Female","> 10","2","Mother","Never",91.6666666666667,55,33.3333333333333,60,1,1,0,0,0,0,1,0,0
"> 45","Male","Postgraduate","Employed","Single parent family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Never",79.1666666666667,45,50,58.0555555555556,1,1,1,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",25,55,50,43.3333333333333,0,1,0,0,0,0,0,0,0
"> 45","Male","Postgraduate","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",62.5,65,66.6666666666667,64.7222222222222,0,1,0,1,0,0,1,1,1
"36–45","Male","Secondary","Employed","Single parent family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",20.8333333333333,60,66.6666666666667,49.1666666666667,0,1,0,0,0,0,0,0,0
"36–45","Female","Secondary","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Sometimes",62.5,80,66.6666666666667,69.7222222222222,0,1,1,0,0,0,0,0,0
"36–45","Male","Postgraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",62.5,65,50,59.1666666666667,0,1,1,1,0,0,0,0,0
"> 45","Male","Postgraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",66.6666666666667,65,66.6666666666667,66.1111111111111,0,1,0,0,0,0,0,0,0
"36–45","Male","Postgraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",54.1666666666667,65,66.6666666666667,61.9444444444444,0,1,1,0,0,0,0,0,0
"> 45","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","> 10",">= 3","Mother","Sometimes",29.1666666666667,80,50,53.0555555555556,0,1,1,1,0,0,0,0,0
